ID Transacción;ID Factura;Fecha de Venta;Fecha de Envío;ID Producto;Producto;Marca;Proveedor Logistico;Latitud;Longitud;ID Vendedor;NombreVendedor;NombreApellido;Fecha de Nacimiento;Región de Ventas;ID Cliente;Cliente;País Cliente;Cantidad;Venta;Costo
26851;13742;2016-01-19;2016-01-23;260;Taza de broma de DBA - Te pondré en orden (Blanco);Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;352;Ridings Consulting Engineers;Estados Unidos;96;393,6;266,88
26852;13742;2016-01-19;2016-01-23;297;Kit electrónico de broma para desarrolladores: hay 10 tipos de personas en el mundo (Negro);Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;352;Ridings Consulting Engineers;Estados Unidos;7;1680;1054,83
26853;13742;2016-01-19;2016-01-23;404;The Gu camiseta roja etiqueta XML camiseta (Negro) 6XL;Northwind;Houston;29,76328;-95,36327;129;Glen;Forzet;1973-08-30;Estados Unidos;352;Ridings Consulting Engineers;Estados Unidos;10;320;198,7
26854;13744;2016-01-19;2016-01-22;548;Envoltura de burbujas antiestática de 20 mm (azul) 20 m;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;377;Lions Foundation Of Canada Dog Guides;Estados Unidos;2;26;24,08
26855;13744;2016-01-19;2016-01-22;606;Cinta de envío negra y naranja de esta manera hacia arriba 48 mm x 100 m;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;377;Lions Foundation Of Canada Dog Guides;Estados Unidos;8;104;53,52
26856;13744;2016-01-19;2016-01-22;578;Embalaje de envío (Marrón) 356x356x279mm 40 kg;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;377;Lions Foundation Of Canada Dog Guides;Estados Unidos;4;52;38,32
26857;13745;2016-01-19;2016-01-23;586;Bolsa de correos Courier de 30 kg (Blanco) 300x190x95mm;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;459;Jesus Mission;Estados Unidos;6;78;48,66
26858;13745;2016-01-19;2016-01-23;224;Unidad de disco externa: rebanada de pizza de 1 TB;Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;459;Jesus Mission;Estados Unidos;4;348;120,84
26859;13745;2016-01-19;2016-01-23;616;Dispensador de cinta (negro);Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;459;Jesus Mission;Estados Unidos;7;91;93,94
26860;13747;2016-01-19;2016-01-23;357;The Gu camiseta roja etiqueta XML camiseta (Blanco) XXS;Northwind;Houston;29,76328;-95,36327;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;36;648;269,64
26861;13747;2016-01-19;2016-01-23;433;Chaqueta de acción de superhéroe (azul) M;Northwind;Houston;29,76328;-95,36327;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;4;100;63,72
26862;13747;2016-01-19;2016-01-23;606;Cinta de envío negra y naranja de esta manera hacia arriba 48 mm x 100 m;Empaca Todo;Tulsa;36,15398;-95,99277;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;10;130;66,9
26863;13747;2016-01-19;2016-01-23;271;Taza de broma para desarrolladores: 31 de octubre = 25 de diciembre (blanco);Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;100;350;231
26864;13747;2016-01-19;2016-01-23;241;Unidad flash USB para alimentos: paquete de variedad de postre 5 unidades;Conexión TI;Omaha;41,25626;-95,94043;129;Glen;Forzet;1973-08-30;Estados Unidos;464;Avetisov Business Coaching;Estados Unidos;100;3200;484
26865;13748;2016-01-19;2016-01-23;572;Embalaje de envío (Marrón) 457x279x279mm;Empaca Todo;Tulsa;36,15398;-95,99277;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;9;117;55,8
26866;13748;2016-01-19;2016-01-23;401;The Gu camiseta roja etiqueta XML camiseta (Negro) 5XL;Northwind;Houston;29,76328;-95,36327;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;4;128;74,6
26867;13748;2016-01-19;2016-01-23;306;Developer joke electronic kit 3 tazas - los desarrolladores de C viejos nunca mueren (Blanco);Conexión TI;Omaha;41,25626;-95,94043;131;Leo;Carreras;1978-09-19;España;603;Apple Wood Chihuahua;España;40;4080;2638,4
26868;13749;2016-01-19;2016-01-22;548;Envoltura de burbujas antiestática de 20 mm (azul) 20 m;Empaca Todo;Tulsa;36,15398;-95,99277;137;Bradyn;West;1963-07-02;Brazil;298;Asesoria Y Comercializacion De Granos Industriales De Sonora Mirasaga;Perú;1;13;12,04
26869;13749;2016-01-19;2016-01-22;287;Parche de broma para desarrolladores: la herencia es la forma OO de hacerse rico (Blanco);Conexión TI;Omaha;41,25626;-95,94043;137;Bradyn;West;1963-07-02;Brazil;298;Asesoria Y Comercializacion De Granos Industriales De Sonora Mirasaga;Perú;125;160;113,75
26870;13749;2016-01-19;2016-01-22;498;Máscara de zombie de Halloween (marrón claro) L;Veluz;Lawrence;38,97167;-95,23525;137;Bradyn;West;1963-07-02;Brazil;298;Asesoria Y Comercializacion De Granos Industriales De Sonora Mirasaga;Perú;24;432;240
26871;13751;2016-01-19;2016-01-22;290;Developer joke patch - (cadera, cadera, matriz) (negro);Conexión TI;Omaha;41,25626;-95,94043;137;Bradyn;West;1963-07-02;Brazil;304;Terranova Process Technology;Chile;200;210;204
26872;13751;2016-01-19;2016-01-22;224;Unidad de disco externa: rebanada de pizza de 1 TB;Conexión TI;Omaha;41,25626;-95,94043;137;Bradyn;West;1963-07-02;Brazil;304;Terranova Process Technology;Chile;9;783;271,89
26873;13751;2016-01-19;2016-01-22;470;Zapatillas de tiburón de felpa (gris) XL;Zoofarm;Topeka;39,04833;-95,67804;137;Bradyn;West;1963-07-02;Brazil;304;Terranova Process Technology;Chile;12;216;99,36
26874;13751;2016-01-19;2016-01-22;592;Cinta de envío frágil negra y naranja 48mmx75m;Empaca Todo;Tulsa;36,15398;-95,99277;137;Bradyn;West;1963-07-02;Brazil;304;Terranova Process Technology;Chile;6;78;44,76
26875;13751;2016-01-19;2016-01-22;589;Cinta de embalaje transparente 48 mm x 100 m;Empaca Todo;Tulsa;36,15398;-95,99277;137;Bradyn;West;1963-07-02;Brazil;304;Terranova Process Technology;Chile;2;26;15,02
26876;13753;2016-01-19;2016-01-22;483;Calcetines de animales peludos (rosa) S;Zoofarm;Topeka;39,04833;-95,67804;137;Bradyn;West;1963-07-02;Brazil;391;Refaccionamientos Industriales Gestoria Y Obras;Brazil;12;216;71,28
26877;13753;2016-01-19;2016-01-22;576;Embalaje de envío (Marrón) 305x305x305mm;Empaca Todo;Tulsa;36,15398;-95,99277;137;Bradyn;West;1963-07-02;Brazil;391;Refaccionamientos Industriales Gestoria Y Obras;Brazil;6;78;46,44
26878;13753;2016-01-19;2016-01-22;361;"Calcetines ""The Gu"" (Blanco) S";Northwind;Houston;29,76328;-95,36327;137;Bradyn;West;1963-07-02;Brazil;391;Refaccionamientos Industriales Gestoria Y Obras;Brazil;24;120;26,64
26879;13754;2016-01-19;2016-01-23;251;Taza de broma de DBA: puede ser un DBA si (Blanco);Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;273;Tractoequipos Comercial;España;48;196,8;116,16
26880;13754;2016-01-19;2016-01-23;617;Dispensador de cinta (rojo);Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;273;Tractoequipos Comercial;España;8;104;71,04
26881;13754;2016-01-19;2016-01-23;327;Coche de juguete RC con control remoto (Azul) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;273;Tractoequipos Comercial;España;20;660;308
26882;13754;2016-01-19;2016-01-23;230;Unidad flash USB de alimentos - barra de chocolate;Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;273;Tractoequipos Comercial;España;35;84;72,45
26883;13754;2016-01-19;2016-01-23;348;Paseo en coche sedán de juguete (amarillo) escala 1/12;Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;273;Tractoequipos Comercial;España;36;648;513
26884;13756;2016-01-19;2016-01-23;343;Coche sedán de juguete  para montar (azul) escala 1/12;Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;274;Distribuciones Rembao;España;2;32;24,4
26885;13756;2016-01-19;2016-01-23;552;Plástico antiestático de 32 mm (azul) 10 m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;274;Distribuciones Rembao;España;7;91;86,52
26886;13756;2016-01-19;2016-01-23;465;Zapatillas de tiburón de felpa (gris) M;Zoofarm;Topeka;39,04833;-95,67804;147;Maribel;Flores;1978-01-09;España;274;Distribuciones Rembao;España;72;1296;626,4
26887;13756;2016-01-19;2016-01-23;397;The Gu camiseta roja etiqueta XML camiseta (Negro) 3XL;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;274;Distribuciones Rembao;España;1;32;18,75
26888;13756;2016-01-19;2016-01-23;377;The Gu camiseta roja etiqueta XML camiseta (Blanco) 6XL;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;274;Distribuciones Rembao;España;6;192;116,22
26889;13758;2016-01-19;2016-01-23;438;Chaqueta de acción de superhéroe (azul) XXL;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;8;280;162,72
26890;13758;2016-01-19;2016-01-23;549;Envoltura de burbujas antiestática de 20 mm (azul) 50 m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;7;91;63,63
26891;13758;2016-01-19;2016-01-23;507;Coche electrónico para niños a escala 1/5 (gris);Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;3;690;510,3
26892;13758;2016-01-19;2016-01-23;636;Película de colchón de aire 200 mm x 200 mm 35 m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;9;288;137,07
26893;13758;2016-01-19;2016-01-23;283;Taza de broma para desarrolladores: cuando su martillo es C ++ (blanco);Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;451;Tratadora De Arena;España;175;612,5;372,75
26894;13759;2016-01-19;2016-01-23;603;Mango negro y naranja con cinta de envío de cuidado 48mmx100m (2);Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;625;Aguacates Seleccionados Jbr;España;5;65;34,7
26895;13759;2016-01-19;2016-01-23;606;Cinta de envío negra y naranja de esta manera hacia arriba 48 mm x 100 m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;625;Aguacates Seleccionados Jbr;España;7;91;46,83
26896;13759;2016-01-19;2016-01-23;356;The Gu camiseta roja etiqueta XML camiseta (Blanco) 3XS;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;625;Aguacates Seleccionados Jbr;España;108;1944;781,92
26897;13760;2016-01-19;2016-01-22;225;Unidad flash USB para alimentos - batido;Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;669;El Paraiso Hidalguense;España;60;258;108
26898;13760;2016-01-19;2016-01-22;342;Coche sedán de juguete para montar (rojo) escala 1/12;Veluz;Lawrence;38,97167;-95,23525;147;Maribel;Flores;1978-01-09;España;669;El Paraiso Hidalguense;España;7;112;89,81
26899;13760;2016-01-19;2016-01-22;634;Película de colchón de aire 200 mm x 100 mm 35 m;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;669;El Paraiso Hidalguense;España;1;32;18,71
26900;13760;2016-01-19;2016-01-22;576;Embalaje de envío (Marrón) 305x305x305mm;Empaca Todo;Tulsa;36,15398;-95,99277;147;Maribel;Flores;1978-01-09;España;669;El Paraiso Hidalguense;España;9;117;69,66
26901;13762;2016-01-19;2016-01-23;399;The Gu camiseta roja etiqueta XML camiseta (Negro) 4XL;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;698;Bio Seving Energy S De Rl De Cv;España;9;288;172,53
26902;13762;2016-01-19;2016-01-23;407;The Gu camiseta roja etiqueta XML camiseta (Negro) 7XL;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;698;Bio Seving Energy S De Rl De Cv;España;9;288;171,72
26903;13762;2016-01-19;2016-01-23;397;The Gu camiseta roja etiqueta XML camiseta (Negro) 3XL;Northwind;Houston;29,76328;-95,36327;147;Maribel;Flores;1978-01-09;España;698;Bio Seving Energy S De Rl De Cv;España;3;96;56,25
26904;13762;2016-01-19;2016-01-23;313;Broma electrónica 3 tazas - teclado no encontrado ... presione F1 para continuar (Negro);Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;698;Bio Seving Energy S De Rl De Cv;España;40;3960;1837,2
26905;13762;2016-01-19;2016-01-23;322;IT broma mug - hardware: parte de la computadora que se puede patear (Negro);Conexión TI;Omaha;41,25626;-95,94043;147;Maribel;Flores;1978-01-09;España;698;Bio Seving Energy S De Rl De Cv;España;40;1480;826,8
26906;13763;2016-01-19;2016-01-28;603;Mango negro y naranja con cinta de envío de cuidado 48mmx100m (2);Empaca Todo;Tulsa;36,15398;-95,99277;154;Nick;Clausen;1978-01-09;México;481;Mandarina Construccion Y Mantenimiento;México;5;65;34,7
26907;13763;2016-01-19;2016-01-28;489;Calcetines de animales peludos (rosa) XL;Zoofarm;Topeka;39,04833;-95,67804;154;Nick;Clausen;1978-01-09;México;481;Mandarina Construccion Y Mantenimiento;México;72;1296;386,64
26908;13763;2016-01-19;2016-01-28;642;Bolsa de 100 L de relleno vacío (Blanco) 100L (paquete);Empaca Todo;Tulsa;36,15398;-95,99277;154;Nick;Clausen;1978-01-09;México;481;Mandarina Construccion Y Mantenimiento;México;5;160;93,9
26909;13763;2016-01-19;2016-01-28;294;Kit electrónico de broma para desarrolladores: hay 10 tipos de personas en el mundo (Blanco);Conexión TI;Omaha;41,25626;-95,94043;154;Nick;Clausen;1978-01-09;México;481;Mandarina Construccion Y Mantenimiento;México;6;1440;901,44
26910;13764;2016-01-19;2016-01-22;549;Envoltura de burbujas antiestática de 20 mm (azul) 50 m;Empaca Todo;Tulsa;36,15398;-95,99277;154;Nick;Clausen;1978-01-09;México;604;Lubricantes Y Llantas De Mazatlan;México;8;104;72,72
26911;13764;2016-01-19;2016-01-22;566;Embalaje de envío (Marrón) 229x229x229mm;Empaca Todo;Tulsa;36,15398;-95,99277;154;Nick;Clausen;1978-01-09;México;604;Lubricantes Y Llantas De Mazatlan;México;8;104;41,36
26912;13764;2016-01-19;2016-01-22;368;"Calcetines ""The Gu"" (Blanco) XL";Northwind;Houston;29,76328;-95,36327;154;Nick;Clausen;1978-01-09;México;604;Lubricantes Y Llantas De Mazatlan;México;48;240;88,8
26913;13764;2016-01-19;2016-01-22;482;Animal con zapatillas de pies grandes (Marrón) XL;Zoofarm;Topeka;39,04833;-95,67804;154;Nick;Clausen;1978-01-09;México;604;Lubricantes Y Llantas De Mazatlan;México;120;2160;984
26914;13765;2016-01-19;2016-01-22;495;Máscara de zombie de Halloween (marrón claro) M;Veluz;Lawrence;38,97167;-95,23525;160;Lilly;Gonzalez;1979-07-02;Brazil;183;Tubos Y Aceros Especiales;Argentina;24;432;258,48
26915;13765;2016-01-19;2016-01-22;441;Chaqueta de acción de superhéroe (azul) 3XL;Northwind;Houston;29,76328;-95,36327;160;Lilly;Gonzalez;1979-07-02;Brazil;183;Tubos Y Aceros Especiales;Argentina;7;245;170,03
26916;13765;2016-01-19;2016-01-22;404;The Gu camiseta roja etiqueta XML camiseta (Negro) 6XL;Northwind;Houston;29,76328;-95,36327;160;Lilly;Gonzalez;1979-07-02;Brazil;183;Tubos Y Aceros Especiales;Argentina;10;320;198,7
26917;13767;2016-01-19;2016-01-22;464;Zapatillas de tiburón de felpa (gris) S;Zoofarm;Topeka;39,04833;-95,67804;160;Lilly;Gonzalez;1979-07-02;Brazil;454;Gdl Clothing;Perú;72;1296;619,92
26918;13767;2016-01-19;2016-01-22;247;Taza de broma de DBA: ¿te importa si me uno a ti? (Negro) - 10 pz;Conexión TI;Omaha;41,25626;-95,94043;160;Lilly;Gonzalez;1979-07-02;Brazil;454;Gdl Clothing;Perú;20;640;311,4
26919;13767;2016-01-19;2016-01-22;465;Zapatillas de tiburón de felpa (gris) M;Zoofarm;Topeka;39,04833;-95,67804;160;Lilly;Gonzalez;1979-07-02;Brazil;454;Gdl Clothing;Perú;84;1512;730,8
26920;13767;2016-01-19;2016-01-22;533;32 mm de doble cara de plástico de burbujas 10m;Empaca Todo;Tulsa;36,15398;-95,99277;160;Lilly;Gonzalez;1979-07-02;Brazil;454;Gdl Clothing;Perú;10;250;105,2
26921;13767;2016-01-19;2016-01-22;265;Taza de broma de DBA: dos tipos de DBA (blanco);Conexión TI;Omaha;41,25626;-95,94043;160;Lilly;Gonzalez;1979-07-02;Brazil;454;Gdl Clothing;Perú;252;1033,2;632,52
26922;13767;2016-01-19;2016-01-22;595;Cinta de envío frágil negra y naranja 48mmx100m;Empaca Todo;Tulsa;36,15398;-95,99277;160;Lilly;Gonzalez;1979-07-02;Brazil;454;Gdl Clothing;Perú;4;52;28,84
26923;13768;2016-01-19;2016-01-22;468;Zapatillas de tiburón de felpa (gris) L;Zoofarm;Topeka;39,04833;-95,67804;160;Lilly;Gonzalez;1979-07-02;Brazil;622;Inoxidables Nieto De Bogotá;Colombia;12;216;101,64
26924;13768;2016-01-19;2016-01-22;292;Taza de broma para desarrolladores: comprender la recursividad requiere comprender la recursividad (Blanco);Conexión TI;Omaha;41,25626;-95,94043;160;Lilly;Gonzalez;1979-07-02;Brazil;622;Inoxidables Nieto De Bogotá;Colombia;200;510;390
26925;13768;2016-01-19;2016-01-22;580;Embalaje de envío (Marrón) 457x457x457mm 30 kg;Empaca Todo;Tulsa;36,15398;-95,99277;160;Lilly;Gonzalez;1979-07-02;Brazil;622;Inoxidables Nieto De Bogotá;Colombia;4;52;38,56
26926;13770;2016-01-19;2016-01-22;382;The Gu camiseta roja etiqueta XML camiseta (Negro) 3XS;Northwind;Houston;29,76328;-95,36327;160;Lilly;Gonzalez;1979-07-02;Brazil;711;Quiacsa;Brazil;1;32;18,42
26927;13770;2016-01-19;2016-01-22;230;Unidad flash USB de alimentos - barra de chocolate;Conexión TI;Omaha;41,25626;-95,94043;160;Lilly;Gonzalez;1979-07-02;Brazil;711;Quiacsa;Brazil;5;12;10,35
26928;13770;2016-01-19;2016-01-22;327;Coche de juguete RC con control remoto (Azul) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;160;Lilly;Gonzalez;1979-07-02;Brazil;711;Quiacsa;Brazil;40;1320;616
26929;13772;2016-01-19;2016-01-22;552;Plástico antiestático de 32 mm (azul) 10 m;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;126;Cyan Digital House;Estados Unidos;4;52;49,44
26930;13772;2016-01-19;2016-01-22;274;Parche de broma para desarrolladores: es un problema de hardware (Blanco);Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;126;Cyan Digital House;Estados Unidos;150;99;40,5
26931;13772;2016-01-19;2016-01-22;539;Plástico de burbujas de doble cara de 5 mm 50m;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;126;Cyan Digital House;Estados Unidos;8;104;79,76
26932;13772;2016-01-19;2016-01-22;287;Parche de broma para desarrolladores: la herencia es la forma OO de hacerse rico (Blanco);Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;126;Cyan Digital House;Estados Unidos;225;288;204,75
26933;13772;2016-01-19;2016-01-22;503;Scooter electrónico de largo alcance;Veluz;Lawrence;38,97167;-95,23525;164;Kaelyn;Howart;1978-12-23;Estados Unidos;126;Cyan Digital House;Estados Unidos;9;2565;1892,34
26934;13774;2016-01-19;2016-01-22;380;The Gu camiseta roja etiqueta XML camiseta (Blanco) 7XL;Northwind;Houston;29,76328;-95,36327;164;Kaelyn;Howart;1978-12-23;Estados Unidos;228;Iaq Technologies, Inc.;Estados Unidos;5;160;97,7
26935;13774;2016-01-19;2016-01-22;416;Alien officer hoodie (negro) 4XL;Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;228;Iaq Technologies, Inc.;Estados Unidos;3;102;50,4
26936;13774;2016-01-19;2016-01-22;583;Buzón Express 50kg (Blanco) 350x280x130mm;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;228;Iaq Technologies, Inc.;Estados Unidos;2;26;10,4
26937;13774;2016-01-19;2016-01-22;340;Coche sedán de juguete (negro) escala 1/50;Veluz;Lawrence;38,97167;-95,23525;164;Kaelyn;Howart;1978-12-23;Estados Unidos;228;Iaq Technologies, Inc.;Estados Unidos;90;405;135,9
26938;13775;2016-01-19;2016-01-22;634;Película de colchón de aire 200 mm x 100 mm 35 m;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;283;Multi Locksmith;Estados Unidos;1;32;18,71
26939;13775;2016-01-19;2016-01-22;215;Unidad de disco externa: lanzacohetes (gris);Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;283;Multi Locksmith;Estados Unidos;20;750;309,6
26940;13775;2016-01-19;2016-01-22;247;Taza de broma de DBA: ¿te importa si me uno a ti? (Negro) - 10 pz;Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;283;Multi Locksmith;Estados Unidos;10;320;155,7
26941;13775;2016-01-19;2016-01-22;573;Embalaje de envío (Marrón) 480x270x320mm;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;283;Multi Locksmith;Estados Unidos;4;52;21,52
26942;13777;2016-01-19;2016-01-23;376;The Gu camisa roja etiqueta XML camiseta (Blanco) 5XL;Northwind;Houston;29,76328;-95,36327;164;Kaelyn;Howart;1978-12-23;Estados Unidos;342;Dominie Press;Estados Unidos;4;128;71,28
26943;13777;2016-01-19;2016-01-23;583;Buzón Express 50kg (Blanco) 350x280x130mm;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;342;Dominie Press;Estados Unidos;4;52;20,8
26944;13777;2016-01-19;2016-01-23;552;Plástico antiestático de 32 mm (azul) 10 m;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;342;Dominie Press;Estados Unidos;2;26;24,72
26945;13777;2016-01-19;2016-01-23;639;Reemplazo de la máquina de colchón de aire (azul);Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;342;Dominie Press;Estados Unidos;3;96;57,9
26946;13777;2016-01-19;2016-01-23;263;Taza de broma DBA - SELECCIONE cafeína de la taza (Blanco);Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;342;Dominie Press;Estados Unidos;72;295,2;144,72
26947;13778;2016-01-19;2016-01-22;368;"Calcetines ""The Gu"" (Blanco) XL";Northwind;Houston;29,76328;-95,36327;164;Kaelyn;Howart;1978-12-23;Estados Unidos;386;Goodwork Staffing A Divison Of Goodwill Industries;Estados Unidos;12;60;22,2
26948;13778;2016-01-19;2016-01-22;560;Embalaje de envío (Marrón) 413x285x187mm;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;386;Goodwork Staffing A Divison Of Goodwill Industries;Estados Unidos;9;117;48,6
26949;13778;2016-01-19;2016-01-22;263;Taza de broma DBA - SELECCIONE cafeína de la taza (Blanco);Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;386;Goodwork Staffing A Divison Of Goodwill Industries;Estados Unidos;72;295,2;144,72
26950;13780;2016-01-19;2016-01-23;634;Película de colchón de aire 200 mm x 100 mm 35 m;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;461;Trips Southamerica;Estados Unidos;2;64;37,42
26951;13780;2016-01-19;2016-01-23;461;Zapatillas de ogro con pilas (verde) L;Zoofarm;Topeka;39,04833;-95,67804;164;Kaelyn;Howart;1978-12-23;Estados Unidos;461;Trips Southamerica;Estados Unidos;24;432;205,68
26952;13780;2016-01-19;2016-01-23;380;The Gu camiseta roja etiqueta XML camiseta (Blanco) 7XL;Northwind;Houston;29,76328;-95,36327;164;Kaelyn;Howart;1978-12-23;Estados Unidos;461;Trips Southamerica;Estados Unidos;3;96;58,62
26953;13780;2016-01-19;2016-01-23;626;Cuchillo de embalaje con hoja de inserción de metal (amarillo) 9 mm;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;461;Trips Southamerica;Estados Unidos;4;128;72,2
26954;13781;2016-01-19;2016-01-23;278;Developer joke big patch: la diversión era inesperada en este momento (Blanco);Conexión TI;Omaha;41,25626;-95,94043;164;Kaelyn;Howart;1978-12-23;Estados Unidos;605;Giant Dwarf Pty Ltd;Estados Unidos;25;52,5;21,75
26955;13781;2016-01-19;2016-01-23;613;Cinta de envío urgente roja y blanca 48mmx75m;Empaca Todo;Tulsa;36,15398;-95,99277;164;Kaelyn;Howart;1978-12-23;Estados Unidos;605;Giant Dwarf Pty Ltd;Estados Unidos;10;130;82,2
26956;13782;2016-01-19;2016-01-23;476;Gorila peludo con zapatillas de ojos grandes (Negro) L;Zoofarm;Topeka;39,04833;-95,67804;170;Colt;Stanley;1972-03-05;Estados Unidos;193;Alberta Muncipal Services Corporation;Estados Unidos;48;864;405,6
26957;13782;2016-01-19;2016-01-23;414;Alien officer hoodie (negro) 3XL;Conexión TI;Omaha;41,25626;-95,94043;170;Colt;Stanley;1972-03-05;Estados Unidos;193;Alberta Muncipal Services Corporation;Estados Unidos;4;136;68,24
26958;13782;2016-01-19;2016-01-23;399;The Gu camiseta roja etiqueta XML camiseta (Negro) 4XL;Northwind;Houston;29,76328;-95,36327;170;Colt;Stanley;1972-03-05;Estados Unidos;193;Alberta Muncipal Services Corporation;Estados Unidos;2;64;38,34
26959;13784;2016-01-19;2016-01-22;578;Embalaje de envío (Marrón) 356x356x279mm 40 kg;Empaca Todo;Tulsa;36,15398;-95,99277;170;Colt;Stanley;1972-03-05;Estados Unidos;300;Transport Logistics, Inc.;Estados Unidos;10;130;95,8
26960;13784;2016-01-19;2016-01-22;480;Animal con zapatillas de pies grandes (Marrón) M;Zoofarm;Topeka;39,04833;-95,67804;170;Colt;Stanley;1972-03-05;Estados Unidos;300;Transport Logistics, Inc.;Estados Unidos;60;1080;480
26961;13784;2016-01-19;2016-01-22;425;Chaqueta de acción de superhéroe (azul) XXS;Northwind;Houston;29,76328;-95,36327;170;Colt;Stanley;1972-03-05;Estados Unidos;300;Transport Logistics, Inc.;Estados Unidos;3;90;46,98
